PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, P214
Station name, CorralitosCN2007
Begin Date, 2007-09-19
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P214.pbo.igs08.pos
Offset from source file, 84.80 mm North, -111.12 mm East, -7.41 mm Vertical
Reference position, 37.0010206703 North Latitude, -121.7965693295 East Longitude, 73.27046 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2014-12-07,138.29, -259.44, 0.87, 2.43, 2.12, 11.08, suppf,
2014-12-08,138.62, -259.90, 1.16, 2.53, 2.17, 11.53, suppf,
2014-12-09,138.57, -259.57, -7.59, 2.48, 2.18, 11.48, suppf,
2014-12-10,136.26, -261.12, 10.30, 2.47, 2.16, 11.37, suppf,
2014-12-11,137.83, -261.82, 5.74, 2.52, 2.23, 11.82, suppf,
2014-12-12,137.93, -260.99, 6.70, 2.47, 2.16, 11.3, suppf,
2014-12-13,139.08, -260.02, 5.92, 2.38, 2.08, 10.73, suppf,
2014-12-14,138.50, -260.74, -0.22, 2.38, 2.1, 10.82, suppf,
2014-12-15,137.98, -260.12, 4.80, 2.41, 2.14, 11.18, suppf,
2014-12-16,136.26, -261.25, 15.23, 2.63, 2.36, 12.49, suppf,
2014-12-17,136.37, -262.12, 0.39, 2.48, 2.19, 11.3, suppf,
2014-12-18,139.18, -260.76, -0.29, 2.33, 2.08, 10.73, suppf,
2014-12-19,138.07, -260.43, 1.91, 2.39, 2.19, 10.96, suppf,
2014-12-20,138.62, -262.52, -6.98, 2.35, 2.1, 10.82, suppf,
2014-12-21,137.31, -260.04, 3.30, 2.32, 2.07, 10.62, suppf,
2014-12-22,138.52, -261.06, -0.74, 2.35, 2.07, 10.72, suppf,
2014-12-23,139.08, -259.46, -2.52, 2.35, 2.1, 10.83, suppf,
2014-12-24,139.08, -261.36, -4.83, 2.36, 2.11, 10.91, suppf,
2014-12-25,137.83, -261.37, 2.33, 2.56, 2.24, 11.82, suppf,
2014-12-26,139.15, -260.74, -0.57, 2.36, 2.1, 10.83, suppf,
2014-12-27,138.95, -262.38, 0.13, 2.31, 2.01, 10.52, suppf,
2014-12-28,138.99, -261.06, -3.85, 2.34, 2.06, 10.94, suppf,
2014-12-29,139.35, -260.76, -1.77, 2.38, 2.07, 10.96, suppf,
2014-12-30,140.74, -260.43, -18.94, 2.44, 2.14, 11.22, suppf,
2014-12-31,139.31, -260.82, -7.79, 2.37, 2.11, 10.88, suppf,
2015-01-01,138.21, -263.57, 7.41, 2.35, 2.06, 10.74, suppf,
2015-01-02,139.00, -264.06, 0.84, 2.33, 2.05, 10.75, suppf,
2015-01-03,138.25, -262.38, -2.66, 2.33, 2.05, 10.69, suppf,
2015-01-04,138.85, -262.57, -13.11, 2.42, 2.11, 11.12, suppf,
2015-01-05,138.45, -262.64, -0.87, 2.4, 2.09, 11.05, suppf,
2015-01-06,138.16, -262.03, -3.82, 2.36, 2.09, 11, suppf,
2015-01-07,138.87, -263.04, -8.26, 2.38, 2.08, 10.91, suppf,
2015-01-08,140.00, -263.23, -2.20, 2.43, 2.11, 11.21, suppf,
2015-01-09,138.82, -264.94, 4.18, 2.49, 2.18, 11.48, suppf,
2015-01-10,140.79, -265.70, -0.89, 2.5, 2.19, 11.68, suppf,
2015-01-11,139.71, -264.03, 1.19, 2.42, 2.12, 11.15, suppf,
2015-01-12,141.07, -262.11, -6.30, 2.45, 2.15, 11.53, suppf,
2015-01-13,140.60, -264.30, 0.55, 2.46, 2.16, 11.5, suppf,
2015-01-14,140.54, -263.01, -12.51, 2.43, 2.16, 11.26, suppf,
2015-01-15,141.25, -264.16, -4.97, 2.45, 2.16, 11.23, suppf,
2015-01-16,139.95, -264.43, 2.10, 2.45, 2.15, 11.12, suppf,
2015-01-17,140.06, -264.17, 4.16, 2.4, 2.09, 11.01, suppf,
2015-01-18,139.90, -265.40, 7.96, 2.41, 2.1, 11.04, suppf,
2015-01-19,139.35, -263.99, -8.63, 2.56, 2.24, 11.82, suppf,
2015-01-20,140.66, -264.41, -1.69, 2.41, 2.12, 11.01, suppf,
2015-01-21,140.69, -265.95, -1.38, 2.4, 2.11, 11.02, suppf,
2015-01-22,139.74, -265.64, -1.91, 2.36, 2.06, 10.79, suppf,
2015-01-23,140.46, -266.76, 0.55, 2.37, 2.05, 10.83, suppf,
2015-01-24,138.04, -264.81, -0.30, 2.44, 2.18, 11.4, suppf,
2015-01-25,142.35, -265.06, -6.15, 2.45, 2.19, 11.49, suppf,
2015-01-26,141.41, -264.74, 2.72, 2.4, 2.17, 11.25, suppf,
2015-01-27,140.78, -266.19, 3.14, 2.38, 2.09, 11.06, suppf,
2015-01-28,141.05, -266.30, -0.16, 2.42, 2.15, 11.4, suppf,
2015-01-29,140.41, -265.04, -0.28, 2.37, 2.07, 11.06, suppf,
2015-01-30,141.19, -264.60, -7.66, 2.38, 2.12, 11.14, suppf,
2015-01-31,141.56, -265.50, 0.45, 2.37, 2.06, 10.89, suppf,
2015-02-01,140.37, -266.23, -4.45, 2.42, 2.13, 11.26, suppf,
2015-02-02,139.48, -266.90, 5.54, 2.35, 2.05, 10.87, suppf,
2015-02-03,140.21, -267.05, 3.60, 2.39, 2.08, 11.03, suppf,
2015-02-04,140.32, -266.52, 5.57, 2.38, 2.08, 11.01, suppf,
2015-02-05,142.12, -266.30, 1.98, 2.43, 2.13, 11.12, suppf,
2015-02-06,142.07, -267.55, 1.07, 2.56, 2.26, 11.74, suppf,
2015-02-07,139.68, -268.19, 10.21, 2.57, 2.24, 11.95, suppf,
2015-02-08,141.14, -266.13, 1.86, 2.57, 2.24, 11.88, suppf,
2015-02-09,138.75, -267.49, 2.58, 2.52, 2.19, 11.55, suppf,
2015-02-10,141.27, -265.75, -4.67, 2.47, 2.15, 11.23, suppf,
2015-02-11,141.11, -265.43, -11.73, 2.48, 2.14, 11.18, suppf,
2015-02-12,142.51, -266.28, -9.93, 2.45, 2.16, 11.38, suppf,
2015-02-13,141.46, -265.58, -6.24, 2.45, 2.14, 11.34, suppf,
2015-02-14,141.73, -266.94, -3.92, 2.47, 2.13, 11.36, suppf,
2015-02-15,140.69, -266.27, 1.29, 2.46, 2.17, 11.39, suppf,
2015-02-16,141.22, -267.61, 0.82, 2.38, 2.06, 10.97, suppf,
2015-02-17,140.79, -267.14, 2.26, 2.4, 2.07, 11, suppf,
2015-02-18,140.84, -266.83, 6.50, 2.44, 2.09, 11.16, suppf,
2015-02-19,141.43, -266.99, 1.82, 2.45, 2.13, 11.43, suppf,
2015-02-20,142.57, -266.66, 1.45, 2.42, 2.12, 11.21, suppf,
2015-02-21,140.74, -269.87, 6.93, 2.44, 2.11, 11.3, suppf,
2015-02-22,141.92, -268.93, 4.66, 2.43, 2.06, 11.08, suppf,
2015-02-23,141.43, -268.96, 4.35, 2.47, 2.13, 11.43, suppf,
2015-02-24,141.78, -268.51, -1.41, 2.5, 2.15, 11.54, suppf,
2015-02-25,141.66, -268.18, -0.86, 2.4, 2.07, 11.12, suppf,
2015-02-26,140.93, -268.04, 4.87, 2.38, 2.02, 10.82, suppf,
2015-02-27,141.15, -267.94, -5.43, 2.54, 2.19, 11.85, suppf,
2015-02-28,140.65, -269.45, 12.51, 2.54, 2.14, 11.53, suppf,
2015-03-01,140.45, -268.79, 9.89, 2.47, 2.15, 11.43, suppf,
2015-03-02,140.96, -269.57, -0.89, 2.4, 2.1, 11.07, suppf,
2015-03-03,143.69, -268.85, -0.01, 2.49, 2.16, 11.58, suppf,
2015-03-04,140.95, -268.37, -4.12, 2.43, 2.12, 11.25, suppf,
2015-03-05,140.47, -269.37, -1.22, 2.52, 2.14, 11.48, suppf,
2015-03-06,141.18, -267.97, -2.53, 2.42, 2.1, 11.1, suppf,
2015-03-07,143.12, -268.49, -5.29, 2.47, 2.14, 11.48, suppf,
2015-03-08,142.63, -269.51, -2.46, 2.47, 2.16, 11.46, suppf,
2015-03-09,143.02, -269.05, -5.79, 2.46, 2.14, 11.39, suppf,
2015-03-10,140.92, -269.29, 6.62, 2.35, 2.07, 10.85, suppf,
2015-03-11,141.10, -270.08, 2.85, 2.49, 2.16, 11.54, suppf,
2015-03-12,140.88, -268.22, -4.07, 2.49, 2.19, 11.54, suppf,
2015-03-13,141.34, -269.50, -5.60, 2.51, 2.19, 11.73, suppf,
2015-03-14,142.00, -270.01, -0.57, 2.5, 2.12, 11.33, suppf,
2015-03-15,141.90, -269.49, 1.88, 2.49, 2.11, 11.38, suppf,
2015-03-16,139.92, -269.74, 10.38, 2.44, 2.09, 11.08, suppf,
2015-03-17,140.62, -269.07, 4.09, 2.49, 2.15, 11.58, suppf,
2015-03-18,142.26, -269.58, -3.49, 2.5, 2.17, 11.77, suppf,
2015-03-19,141.32, -269.93, -8.57, 2.47, 2.11, 11.31, suppf,
2015-03-20,141.95, -269.09, -5.70, 2.5, 2.18, 11.73, suppf,
2015-03-21,140.84, -269.63, -3.74, 2.47, 2.15, 11.6, suppf,
2015-03-22,141.91, -271.15, -5.82, 2.44, 2.12, 11.22, suppf,
2015-03-23,142.12, -272.55, -2.17, 2.53, 2.19, 11.72, suppf,
2015-03-24,141.47, -270.27, -5.03, 2.49, 2.18, 11.6, suppf,
2015-03-25,144.04, -270.26, -11.17, 2.44, 2.1, 11.18, suppf,
2015-03-26,142.08, -270.82, -7.45, 2.51, 2.15, 11.7, suppf,
2015-03-27,141.75, -268.88, -9.15, 2.47, 2.14, 11.65, suppf,
2015-03-28,142.18, -271.68, -1.42, 2.42, 2.1, 11.49, suppf,
2015-03-29,142.98, -270.27, 0.19, 2.48, 2.14, 11.45, suppf,
2015-03-30,143.04, -270.58, -6.17, 2.57, 2.28, 12.32, suppf,
2015-03-31,143.05, -273.73, -0.05, 2.54, 2.19, 12, suppf,
2015-04-01,143.70, -269.45, 0.97, 2.51, 2.19, 11.73, suppf,
2015-04-02,140.77, -272.37, 0.68, 2.44, 2.13, 11.36, suppf,
2015-04-03,144.06, -270.21, -5.34, 2.45, 2.17, 11.48, suppf,
2015-04-04,143.02, -272.40, -5.23, 2.52, 2.24, 12.13, suppf,
2015-04-05,142.08, -273.34, 5.33, 2.43, 2.13, 11.3, suppf,
2015-04-06,142.33, -272.39, 9.04, 2.43, 2.12, 11.39, suppf,
2015-04-07,143.31, -274.55, 8.41, 2.56, 2.2, 11.75, suppf,
2015-04-08,144.57, -272.00, -5.64, 2.48, 2.11, 11.2, suppf,
2015-04-09,144.30, -273.09, -0.36, 2.49, 2.16, 11.45, suppf,
2015-04-10,143.07, -272.77, 5.28, 2.52, 2.18, 11.81, suppf,
2015-04-11,144.78, -271.99, 0.11, 2.51, 2.19, 11.67, suppf,
2015-04-12,144.30, -272.78, 6.04, 2.44, 2.11, 11.07, suppf,
2015-04-13,145.16, -272.88, 0.10, 2.45, 2.07, 11.12, suppf,
2015-04-14,144.41, -272.63, -0.10, 2.49, 2.15, 11.48, suppf,
2015-04-15,145.51, -270.74, -4.10, 2.58, 2.36, 12.33, suppf,
2015-04-16,142.53, -273.44, 10.91, 2.47, 2.18, 11.54, suppf,
2015-04-17,144.61, -272.01, 3.58, 2.52, 2.21, 11.86, suppf,
2015-04-18,143.50, -273.58, 4.56, 2.48, 2.11, 11.55, suppf,
2015-04-19,144.29, -272.48, 2.60, 2.39, 2.06, 11.07, suppf,
2015-04-20,143.83, -274.62, 5.83, 2.42, 2.14, 11.5, suppf,
2015-04-21,143.33, -273.40, 13.09, 2.43, 2.13, 11.32, suppf,
2015-04-22,143.20, -275.94, 11.25, 2.39, 2.09, 11.13, suppf,
2015-04-23,143.06, -275.87, 6.14, 2.35, 2.02, 10.87, suppf,
2015-04-24,143.08, -274.84, 7.27, 2.44, 2.07, 11.13, suppf,
2015-04-25,142.36, -275.09, 10.03, 2.49, 2.15, 11.68, suppf,
2015-04-26,145.42, -275.02, 10.25, 2.49, 2.17, 11.62, suppf,
2015-04-27,143.45, -277.01, 9.73, 2.35, 2.04, 10.95, suppf,
2015-04-28,144.72, -275.89, 2.99, 2.39, 2.05, 11.08, suppf,
2015-04-29,143.71, -275.37, 3.80, 2.39, 2.04, 11.24, suppf,
2015-04-30,144.80, -276.79, 11.22, 2.39, 2.08, 11.1, suppf,
2015-05-01,145.94, -276.50, -1.70, 2.54, 2.24, 12.39, suppf,
2015-05-02,144.49, -275.85, 2.82, 2.36, 2.05, 11.04, suppf,
2015-05-03,144.73, -277.04, 2.14, 2.4, 2.08, 11.24, suppf,
2015-05-04,145.18, -275.65, 4.15, 2.36, 2.04, 10.94, suppf,
2015-05-05,144.96, -277.78, 5.49, 2.36, 2.06, 11.1, suppf,
2015-05-06,146.31, -275.16, -1.94, 2.39, 2.09, 11.3, suppf,
2015-05-07,146.07, -277.98, 6.68, 2.42, 2.08, 11.41, suppf,
2015-05-08,143.93, -277.10, 2.33, 2.41, 2.1, 11.38, suppf,
2015-05-09,145.99, -276.99, -2.54, 2.45, 2.16, 11.74, suppf,
2015-05-10,145.56, -277.87, 1.85, 2.4, 2.06, 11, suppf,
2015-05-11,145.07, -277.74, -4.32, 2.52, 2.22, 12.12, suppf,
2015-05-12,145.44, -277.60, 9.32, 2.59, 2.17, 11.96, suppf,
2015-05-13,144.80, -278.82, 6.60, 2.6, 2.22, 12.17, suppf,
2015-05-14,147.03, -277.92, -4.40, 2.36, 2.03, 10.92, suppf,
2015-05-15,144.96, -278.77, 10.89, 2.36, 2.09, 11.22, suppf,
2015-05-16,145.69, -277.54, 0.92, 2.36, 2.05, 11.06, suppf,
2015-05-17,145.88, -277.01, -4.65, 2.38, 2.05, 10.94, suppf,
2015-05-18,146.18, -278.33, 0.85, 2.4, 2.13, 11.29, suppf,
2015-05-19,145.08, -278.96, 3.45, 2.54, 2.14, 11.54, suppf,
2015-05-20,146.45, -278.96, 0.91, 2.4, 2.09, 11.18, suppf,
2015-05-21,145.35, -279.22, 5.85, 2.39, 2.09, 11.16, suppf,
2015-05-22,145.71, -278.23, -3.58, 2.45, 2.11, 11.47, suppf,
2015-05-23,146.81, -278.65, 1.52, 2.49, 2.17, 11.63, suppf,
2015-05-24,147.20, -279.77, 3.94, 2.42, 2.1, 11.2, suppf,
2015-05-25,146.88, -280.40, 5.39, 2.4, 2.1, 11.35, suppf,
2015-05-26,147.16, -279.01, 3.63, 2.39, 2.05, 11.07, suppf,
2015-05-27,146.84, -279.50, 2.93, 2.4, 2.06, 11.17, suppf,
2015-05-28,146.76, -279.79, 2.03, 2.47, 2.09, 11.49, suppf,
2015-05-29,147.74, -278.55, -0.87, 2.46, 2.13, 11.54, suppf,
2015-05-30,146.79, -281.32, 2.13, 2.41, 2.1, 11.48, suppf,
2015-05-31,146.07, -279.91, 8.48, 2.49, 2.11, 11.84, suppf,
2015-06-01,146.11, -279.55, 7.67, 2.43, 2.1, 11.28, suppf,
2015-06-02,147.38, -280.41, 6.28, 2.43, 2.09, 11.36, suppf,
2015-06-03,147.86, -280.53, 4.48, 2.44, 2.14, 11.54, suppf,
2015-06-04,148.29, -280.34, 0.28, 2.39, 2.11, 11.31, suppf,
2015-06-05,148.68, -279.20, 6.28, 2.46, 2.19, 11.46, suppf,
2015-06-06,145.00, -280.65, 15.61, 2.42, 2.09, 11.38, suppf,
2015-06-07,148.82, -280.29, -1.30, 2.43, 2.12, 11.38, suppf,
2015-06-08,146.98, -280.05, 9.57, 2.42, 2.13, 11.28, suppf,
2015-06-09,148.36, -281.79, 4.31, 2.39, 2.15, 11.49, suppf,
2015-06-10,146.51, -280.94, 11.20, 2.39, 2.1, 11.16, suppf,
2015-06-11,147.21, -280.23, 1.45, 2.51, 2.27, 11.88, suppf,
2015-06-12,149.47, -279.92, -11.04, 2.45, 2.16, 11.74, suppf,
2015-06-13,148.11, -279.04, -2.78, 2.51, 2.23, 11.95, suppf,
2015-06-14,147.91, -281.57, 5.08, 2.42, 2.16, 11.61, suppf,
2015-06-15,147.25, -280.41, 1.91, 2.4, 2.13, 11.32, suppf,
2015-06-16,148.09, -279.51, -4.02, 2.49, 2.23, 11.91, suppf,
2015-06-17,149.19, -280.29, -3.54, 2.47, 2.22, 11.88, suppf,
2015-06-18,147.87, -280.26, 8.22, 2.46, 2.17, 11.66, suppf,
2015-06-19,148.77, -280.77, 2.47, 2.52, 2.28, 12.23, suppf,
2015-06-20,147.59, -280.45, 2.46, 2.58, 2.27, 12.14, suppf,
2015-06-21,148.05, -282.18, 0.73, 2.47, 2.15, 11.5, suppf,
2015-06-22,148.54, -280.23, -0.96, 2.45, 2.16, 11.55, suppf,
2015-06-23,148.53, -281.95, 0.20, 2.52, 2.26, 11.92, suppf,
2015-06-24,147.03, -281.50, 6.44, 2.49, 2.2, 11.85, suppf,
2015-06-25,148.85, -281.72, 3.60, 2.52, 2.25, 12.08, suppf,
2015-06-26,149.12, -280.92, -4.94, 2.53, 2.21, 12.07, suppf,
2015-06-27,149.65, -280.67, -9.65, 2.47, 2.2, 11.9, suppf,
2015-06-28,147.14, -283.16, 1.16, 2.55, 2.24, 11.98, suppf,
2015-06-29,148.40, -282.93, -0.53, 2.36, 2.08, 11.02, suppf,
2015-06-30,148.84, -281.62, -3.06, 2.62, 2.28, 12.44, suppf,
2015-07-01,147.15, -281.17, -6.48, 2.51, 2.18, 11.93, suppf,
2015-07-02,148.78, -281.67, 2.18, 2.66, 2.27, 12.25, suppf,
2015-07-03,148.12, -282.16, -11.22, 2.67, 2.32, 12.52, suppf,
2015-07-04,148.09, -282.22, 7.59, 2.44, 2.13, 11.4, suppf,
2015-07-05,147.79, -282.54, 0.43, 2.43, 2.15, 11.47, suppf,
2015-07-06,148.31, -282.19, 4.36, 2.5, 2.23, 11.9, suppf,
2015-07-07,148.96, -283.19, 0.18, 2.48, 2.14, 11.43, suppf,
2015-07-08,149.34, -283.52, 6.61, 2.46, 2.13, 11.53, suppf,
2015-07-09,149.03, -282.34, 8.56, 2.53, 2.19, 11.64, suppf,
2015-07-10,147.96, -282.27, 4.28, 2.48, 2.15, 11.42, suppf,
2015-07-11,149.65, -282.95, 3.85, 2.43, 2.13, 11.1, suppf,
2015-07-12,148.41, -283.71, 9.91, 2.44, 2.13, 11.17, suppf,
2015-07-13,149.06, -282.22, -0.30, 2.45, 2.15, 11.3, suppf,
2015-07-14,149.52, -283.25, 3.71, 2.48, 2.15, 11.31, suppf,
2015-07-15,149.41, -282.72, 3.95, 2.46, 2.18, 11.5, suppf,
2015-07-16,148.75, -283.32, 10.87, 2.49, 2.19, 11.55, suppf,
2015-07-17,147.07, -282.29, 8.89, 2.45, 2.2, 11.56, suppf,
2015-07-18,149.02, -283.03, 0.80, 2.43, 2.13, 11.28, suppf,
2015-07-19,149.92, -284.62, 5.26, 2.56, 2.22, 11.83, suppf,
2015-07-20,150.16, -282.36, 9.59, 2.46, 2.15, 11.37, suppf,
2015-07-21,148.55, -282.43, 4.68, 2.54, 2.22, 11.99, suppf,
2015-07-22,149.87, -282.96, 2.16, 2.63, 2.28, 12.33, suppf,
2015-07-23,148.00, -283.88, 9.73, 2.42, 2.08, 11.36, suppf,
2015-07-24,149.28, -284.16, 5.02, 2.48, 2.15, 11.69, suppf,
2015-07-25,149.50, -284.86, 8.97, 2.48, 2.18, 11.6, suppf,
2015-07-26,150.64, -282.62, 0.94, 2.5, 2.17, 11.84, suppf,
2015-07-27,150.40, -285.29, 6.44, 2.44, 2.14, 11.47, suppf,
2015-07-28,149.59, -283.96, 3.83, 2.55, 2.16, 12.01, suppf,
2015-07-29,150.41, -284.43, 5.13, 2.44, 2.1, 11.35, suppf,
2015-07-30,149.53, -284.91, 10.10, 2.41, 2.1, 11.16, suppf,
2015-07-31,151.42, -285.06, 4.74, 2.49, 2.2, 11.58, suppf,
2015-08-01,151.08, -283.38, -12.51, 2.68, 2.35, 12.39, suppf,
2015-08-02,149.30, -285.05, 4.40, 2.49, 2.22, 11.69, suppf,
2015-08-03,150.93, -283.11, 2.06, 2.52, 2.19, 11.63, suppf,
2015-08-04,150.22, -285.81, 10.69, 2.65, 2.29, 12.47, suppf,
2015-08-05,149.52, -286.49, 3.77, 2.49, 2.19, 11.61, suppf,
2015-08-06,152.76, -285.14, -2.41, 2.63, 2.31, 12.16, suppf,
2015-08-07,150.49, -286.12, 10.46, 2.71, 2.35, 12.46, suppf,
2015-08-08,150.47, -285.97, 9.99, 2.45, 2.12, 11.16, suppf,
2015-08-09,151.06, -284.90, 9.13, 2.8, 2.44, 12.57, suppf,
2015-08-10,151.07, -286.10, 5.34, 2.57, 2.26, 12.04, suppf,
2015-08-11,149.04, -287.81, 8.18, 2.52, 2.23, 11.87, suppf,
2015-08-12,150.16, -286.15, 0.94, 2.49, 2.2, 11.81, suppf,
2015-08-13,149.73, -287.69, 7.52, 2.5, 2.14, 11.27, suppf,
2015-08-14,150.41, -287.32, 4.19, 2.47, 2.14, 11.23, suppf,
2015-08-15,150.08, -287.26, 4.28, 2.5, 2.17, 11.5, suppf,
2015-08-16,150.66, -286.92, 8.39, 2.54, 2.22, 11.77, suppf,
2015-08-17,150.29, -287.54, 17.13, 2.49, 2.17, 11.62, suppf,
2015-08-18,150.60, -287.80, 6.84, 2.49, 2.16, 11.7, suppf,
2015-08-19,149.20, -287.50, 13.57, 2.43, 2.1, 11.15, suppf,
2015-08-20,150.41, -287.04, 15.33, 2.41, 2.09, 11.15, suppf,
2015-08-21,150.32, -288.68, 15.00, 2.45, 2.11, 11.35, suppf,
2015-08-22,149.40, -288.55, 9.11, 2.43, 2.12, 11.18, suppf,
2015-08-23,151.30, -289.24, 8.12, 2.43, 2.11, 11.15, suppf,
2015-08-24,151.13, -287.40, 1.81, 2.44, 2.16, 11.24, suppf,
2015-08-25,150.48, -287.30, 3.75, 2.44, 2.13, 11.31, suppf,
2015-08-26,150.16, -287.73, 4.86, 2.43, 2.12, 11.04, suppf,
2015-08-27,151.11, -286.53, 8.05, 2.48, 2.15, 11.28, suppf,
2015-08-28,151.42, -286.88, 1.45, 2.47, 2.17, 11.43, suppf,
2015-08-29,151.42, -287.59, 3.59, 2.47, 2.18, 11.35, suppf,
2015-08-30,151.30, -288.70, 12.56, 2.5, 2.22, 11.65, suppf,
2015-08-31,150.39, -288.61, 17.10, 2.47, 2.17, 11.34, suppf,
2015-09-01,152.11, -287.71, 0.94, 2.5, 2.21, 11.47, suppf,
2015-09-02,150.99, -287.33, 8.91, 2.57, 2.22, 11.71, suppf,
2015-09-03,152.34, -287.88, 1.79, 2.5, 2.19, 11.33, suppf,
2015-09-04,150.81, -288.77, 13.18, 2.44, 2.13, 11.3, suppf,
2015-09-05,151.15, -288.11, 10.96, 2.48, 2.21, 11.45, suppf,
2015-09-06,151.89, -289.24, 5.96, 2.44, 2.15, 11.15, suppf,
2015-09-07,152.07, -290.05, 6.13, 2.5, 2.22, 11.69, suppf,
2015-09-08,151.66, -287.19, 2.01, 2.45, 2.14, 11.62, suppf,
2015-09-09,150.85, -289.55, 13.25, 2.43, 2.09, 11.19, suppf,
2015-09-10,150.55, -292.09, 17.13, 2.46, 2.16, 11.5, suppf,
2015-09-11,151.96, -287.72, 12.89, 2.51, 2.2, 11.59, suppf,
2015-09-12,151.16, -290.77, 14.65, 2.51, 2.24, 11.64, suppf,
2015-09-13,152.20, -290.72, 13.02, 2.5, 2.18, 11.38, suppf,
2015-09-14,152.29, -291.89, 10.50, 2.53, 2.23, 11.56, suppf,
2015-09-15,152.45, -290.96, 16.87, 2.51, 2.24, 11.71, suppf,
2015-09-16,151.49, -291.20, 18.13, 2.46, 2.2, 11.25, suppf,
2015-09-17,152.45, -290.69, 5.44, 2.51, 2.22, 11.55, suppf,
2015-09-18,152.18, -291.69, 8.16, 2.47, 2.22, 11.47, suppf,
2015-09-19,153.26, -291.03, 9.44, 2.55, 2.24, 11.81, suppf,
2015-09-20,151.86, -291.83, 16.90, 2.5, 2.19, 11.67, suppf,
2015-09-21,151.33, -289.48, 5.72, 2.43, 2.15, 11.39, suppf,
2015-09-22,151.77, -291.79, 13.67, 2.5, 2.2, 11.58, suppf,
2015-09-23,152.49, -290.18, 8.51, 2.48, 2.19, 11.76, suppf,
2015-09-24,151.44, -292.35, 8.79, 2.43, 2.12, 11.35, suppf,
2015-09-25,152.25, -289.39, -0.38, 2.76, 2.38, 13.11, suppf,
2015-09-26,153.43, -290.80, 6.82, 2.5, 2.19, 11.76, suppf,
2015-09-27,151.34, -292.44, 17.41, 2.54, 2.35, 12.4, suppf,
2015-09-28,152.18, -290.40, 9.93, 2.64, 2.25, 12.34, suppf,
2015-09-29,151.74, -293.00, 5.88, 2.63, 2.33, 12.4, suppf,
2015-09-30,153.99, -291.47, 1.56, 2.66, 2.31, 12.4, suppf,
2015-10-01,153.12, -291.00, 2.72, 2.56, 2.31, 12.27, suppf,
2015-10-02,152.61, -290.49, 12.30, 2.49, 2.16, 11.66, suppf,
2015-10-03,152.15, -291.25, 9.53, 2.43, 2.15, 11.36, suppf,
2015-10-04,151.28, -293.42, 11.84, 2.62, 2.31, 12.43, suppf,
2015-10-05,151.37, -292.82, 16.80, 2.47, 2.16, 11.7, suppf,
2015-10-06,152.80, -292.28, 3.74, 2.45, 2.18, 11.68, suppf,
2015-10-07,151.63, -292.86, 11.95, 2.49, 2.23, 11.99, suppf,
2015-10-08,151.52, -291.82, 9.56, 2.5, 2.25, 12.03, suppf,
2015-10-09,152.63, -292.26, 16.57, 2.41, 2.13, 11.16, suppf,
2015-10-10,152.78, -292.10, 7.47, 2.5, 2.21, 11.59, suppf,
2015-10-11,150.67, -291.67, 27.44, 2.44, 2.13, 11.51, suppf,
2015-10-12,151.44, -293.13, 17.02, 2.36, 2.06, 10.95, suppf,
2015-10-13,152.47, -292.28, 11.53, 2.46, 2.14, 11.41, suppf,
2015-10-14,149.39, -293.07, 25.38, 2.43, 2.15, 11.45, suppf,
2015-10-15,152.13, -292.64, 22.40, 2.6, 2.27, 12.05, suppf,
2015-10-16,151.59, -291.98, 14.00, 2.42, 2.14, 11.3, suppf,
2015-10-17,152.63, -292.99, 3.93, 2.41, 2.12, 11.31, suppf,
2015-10-18,152.93, -291.97, 18.35, 2.55, 2.27, 12.06, suppf,
2015-10-19,152.29, -292.16, 15.05, 2.5, 2.19, 11.66, suppf,
2015-10-20,155.68, -292.80, 13.46, 2.5, 2.27, 11.54, suppf,
2015-10-21,152.67, -292.81, 12.58, 2.46, 2.18, 11.49, suppf,
2015-10-22,151.86, -292.74, 13.39, 2.39, 2.1, 11.27, suppf,
2015-10-23,151.87, -292.83, 14.60, 2.41, 2.14, 11.49, suppf,
2015-10-24,152.30, -293.95, 17.92, 2.39, 2.15, 11.18, suppf,
2015-10-25,152.77, -293.91, 13.78, 2.46, 2.23, 11.61, suppf,
2015-10-26,152.55, -294.07, 7.20, 2.38, 2.17, 11.42, suppf,
2015-10-27,153.36, -293.21, 9.87, 2.51, 2.28, 12.01, suppf,
2015-10-28,153.02, -292.24, 14.79, 2.54, 2.22, 11.71, suppf,
2015-10-29,151.93, -293.23, 25.21, 2.45, 2.23, 11.54, suppf,
2015-10-30,154.16, -292.83, 16.40, 2.43, 2.27, 11.68, suppf,
2015-10-31,153.04, -293.40, 17.40, 2.36, 2.14, 11.02, suppf,
2015-11-01,153.62, -293.05, 10.98, 2.41, 2.17, 11.23, suppf,
2015-11-02,153.09, -295.26, 10.10, 2.51, 2.3, 11.99, suppf,
2015-11-03,152.88, -295.75, 13.17, 2.48, 2.22, 11.64, suppf,
2015-11-04,152.25, -294.58, 16.35, 2.36, 2.14, 10.81, suppf,
2015-11-05,154.37, -294.56, 15.96, 2.45, 2.19, 11.44, suppf,
2015-11-06,154.89, -294.21, 12.43, 2.43, 2.14, 11.14, suppf,
